"ELF Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name","Language","Language Code (ISO 639-1)","Entity Legal Form name Transliterated name (per ISO 01-140-10)","Abbreviations Local language","Abbreviations transliterated","Date created YYYY-MM-DD (ISO 8601)","ELF Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason"
"Q49K","Guernsey","GG","","","Limited Liability Partnership","English","en","Limited Liability Partnership","limited liability partnership;LLP;Limited Liability Partnership","","2017-11-30","ACTV","","",""
"UO3D","Guernsey","GG","","","Limited Partnership","English","en","Limited Partnership","LP;limited partnership;Limited Partnership","","2017-11-30","ACTV","typo corrected","2019-07-05","typo corrected"
"254M","Hong Kong, China","HK","","","私人股份有限公司","Chinese","zh","Si ren gu fen you xian gong si","有限公司","","2017-11-30","ACTV","","",""
"254M","Hong Kong, China","HK","","","Private company limited by shares","English","en","Private company limited by shares","Ltd;Ltd.;Limited","","2017-11-30","ACTV","","",""
"85VD","Hong Kong, China","HK","","","註冊受託人","Chinese","zh","zhu ce shou tuo ren","","","2017-11-30","ACTV","","",""
"85VD","Hong Kong, China","HK","","","Registered trustee","English","en","Registered trustee","","","2017-11-30","ACTV","","",""
"E1SE","Hong Kong, China","HK","","","根據法例成立的實體","Chinese","zh","gen ju fa li cheng li de shi ti","","","2017-11-30","ACTV","transliteration corrected","2019-07-05","transliteration corrected"
"E1SE","Hong Kong, China","HK","","","Entity established by Ordinance","English","en","Entity established by Ordinance","","","2017-11-30","ACTV","","",""
"EPG7","Hong Kong, China","HK","","","公眾股份有限公司","Chinese","zh","Gong zhong gu fen  you xian gong si","有限公司","","2017-11-30","ACTV","","",""
"EPG7","Hong Kong, China","HK","","","Public company limited by shares","English","en","Public company limited by shares","Ltd;Ltd.;Limited","","2017-11-30","ACTV","","",""
"KSUS","Hong Kong, China","HK","","","非香港公司","Chinese","zh","fei xiang gang gong si","","","2017-11-30","ACTV","","",""
"KSUS","Hong Kong, China","HK","","","Non-Hong Kong company","English","en","Non-Hong Kong company","","","2017-11-30","ACTV","","",""
"N3VO","Hong Kong, China","HK","","","有股本的公眾無限公司","Chinese","zh","You gu ben de gong zhong wu xian gong si","無限公司","","2017-11-30","ACTV","","",""
"N3VO","Hong Kong, China","HK","","","Public unlimited company with a share capital","English","en","Public unlimited company with a share capital","Unltd;Ultd","","2017-11-30","ACTV","","",""
"S2E3","Hong Kong, China","HK","","","擔保有限公司","Chinese","zh","Dan bao  you xian gong si","有限公司","","2017-11-30","ACTV","","",""
"S2E3","Hong Kong, China","HK","","","Company limited by guarantee","English","en","Company limited by guarantee","Ltd;Ltd.;Limited","","2017-11-30","ACTV","","",""
"UDG6","Hong Kong, China","HK","","","有股本的私人無限公司","Chinese","zh","You gu ben de si ren wu xian gong si","無限公司","","2017-11-30","ACTV","","",""
"UDG6","Hong Kong, China","HK","","","Private unlimited company with a share capital","English","en","Private unlimited company with a share capital","Unltd;Ultd","","2017-11-30","ACTV","","",""
"XPE5","Hong Kong, China","HK","","","有限責任合夥","Chinese","zh","you xian ze ren he huo","LP;limited partnership;Limited Partnership","","2017-11-30","ACTV","","",""
"XPE5","Hong Kong, China","HK","","","Limited partnership","English","en","Limited partnership","LP;limited partnership;Limited Partnership","","2017-11-30","ACTV","","",""
"4WV7","Hungary","HU","","","Egyéb köztestület","Hungarian","hu","Egyéb köztestület","","","2017-11-30","ACTV","","",""
"876R","Hungary","HU","","","Egyéb egyesület","Hungarian","hu","Egyéb egyesület","","","2017-11-30","ACTV","","",""
"8UEG","Hungary","HU","","","nyilvánosan működő részvénytársaság","Hungarian","hu","nyilvánosan működő részvénytársaság","nyrt.","","2017-11-30","ACTV","","",""
"8VH3","Hungary","HU","","","Befektetési alap","Hungarian","hu","Befektetési alap","","","2017-11-30","ACTV","","",""
"995K","Hungary","HU","","","Magánnyugdíjpénztár","Hungarian","hu","Magánnyugdíjpénztár","","","2017-11-30","ACTV","","",""
"BKUX","Hungary","HU","","","zártkörűen működő részvénytársaság","Hungarian","hu","zártkörűen működő részvénytársaság","zrt.","","2017-11-30","ACTV","","",""
"BMYJ","Hungary","HU","","","Egyéb alapítvány","Hungarian","hu","Egyéb alapítvány","","","2017-11-30","ACTV","","",""
"DN6F","Hungary","HU","","","Kölcsönös biztosító egyesület","Hungarian","hu","Kölcsönös biztosító egyesület","","","2017-11-30","ACTV","","",""
"DPY1","Hungary","HU","","","Egyéb szövetkezet","Hungarian","hu","Egyéb szövetkezet","","","2017-11-30","ACTV","","",""
"EO9F","Hungary","HU","","","Részvénytársaság","Hungarian","hu","Részvénytársaság","Rt.","","2017-11-30","ACTV","","",""
"HTJD","Hungary","HU","","","Közhasznú társaság","Hungarian","hu","Közhasznú társaság","Kht.","","2017-11-30","ACTV","","",""
"J6MO","Hungary","HU","","","Közkereseti társaság","Hungarian","hu","Közkereseti társaság","Kkt.","","2017-11-30","ACTV","","",""
"M1DW","Hungary","HU","","","Önkéntes kölcsönös biztosítópénztár","Hungarian","hu","Önkéntes kölcsönös biztosítópénztár","","","2017-11-30","ACTV","","",""
"NZAI","Hungary","HU","","","Külföldi székhelyű vállalkozás kereskedelmi képviselete","Hungarian","hu","Külföldi székhelyű vállalkozás kereskedelmi képviselete","","","2017-11-30","ACTV","","",""
"P9F2","Hungary","HU","","","Korlátolt felelősségű társaság","Hungarian","hu","Korlátolt felelősségű társaság","Kft.","","2017-11-30","ACTV","","",""
"S3DA","Hungary","HU","","","Betéti társaság","Hungarian","hu","Betéti társaság","Bt.","","2017-11-30","ACTV","","",""
"TQ3O","Hungary","HU","","","Egyéb, máshova nem sorolt jogi személyiségű vállalkozás","Hungarian","hu","Egyéb, máshova nem sorolt jogi személyiségű vállalkozás","","","2017-11-30","ACTV","","",""
"TSVO","Hungary","HU","","","Szövetség (kivéve sportszövetség)","Hungarian","hu","Szövetség (kivéve sportszövetség)","kbe","","2017-11-30","ACTV","","",""
"UD8K","Hungary","HU","","","Külföldi székhelyű vállalkozás fióktelepe","Hungarian","hu","Külföldi székhelyű vállalkozás fióktelepe","","","2017-11-30","ACTV","","",""
"X0SX","Hungary","HU","","","Takarék- és hitelszövetkezet","Hungarian","hu","Takarék- és hitelszövetkezet","tksz,;hsz.","","2017-11-30","ACTV","","",""
"XW5U","Hungary","HU","","","európai részvénytársaság","Hungarian","hu","európai részvénytársaság","SE","","2017-11-30","ACTV","","",""
"Y64R","Hungary","HU","","","Országos betétbiztosítási alap","Hungarian","hu","Országos betétbiztosítási alap","OBA","","2017-11-30","ACTV","","",""
"2OJP","Iceland","IS","","","Samlagshlutafélag","Icelandic","is","Samlagshlutafélag","slhf.","","2017-11-30","ACTV","","",""
"8T79","Iceland","IS","","","Samlagsfélag","Icelandic","is","Samlagsfélag","slf.","","2017-11-30","ACTV","","",""
"CMHQ","Iceland","IS","","","Evrópufélag","Icelandic","is","Evrópufélag","SE","","2017-11-30","ACTV","","",""
"E4KB","Iceland","IS","","","Hlutafélag","Icelandic","is","Hlutafélag","hf.","","2017-11-30","ACTV","","",""
"M8SS","Iceland","IS","","","Einkahlutafélag","Icelandic","is","Einkahlutafélag","ehf.","","2017-11-30","ACTV","","",""
"180P","India","IN","","","Stand Alone Primary Dealer","English","en","Stand Alone Primary Dealer","","","2019-07-05","ACTV","","",""
"2DVA","India","IN","","","Cooperative Society","English","en","Cooperative Society","","","2019-07-05","ACTV","","",""
"2Y95","India","IN","","","Special Purpose Vehicle - Company","English","en","Special Purpose Vehicle - Company","","","2019-07-05","ACTV","","",""
"36YD","India","IN","","","Unlimited Company","English","en","Unlimited Company","","","2019-07-05","ACTV","","",""
"3VSP","India","IN","","","Public Financial Institutions","English","en","Public Financial Institutions","","","2019-07-05","ACTV","","",""
"4QIE","India","IN","","","Sole Proprietorship","English","en","Sole Proprietorship","","","2019-07-05","ACTV","","",""
"70GJ","India","IN","","","Government Organization","English","en","Government Organization","","","2019-07-05","ACTV","","",""
"8ZLF","India","IN","","","Special Purpose Vehicle - Trust","English","en","Special Purpose Vehicle - Trust","","","2019-07-05","ACTV","","",""
"9ME5","India","IN","","","Non profit company","English","en","Non profit company","","","2019-07-05","ACTV","","",""
"A0PS","India","IN","","","Partnership Firm","English","en","Partnership Firm","","","2019-07-05","ACTV","","",""
"DDKQ","India","IN","","","Public Limited Company","English","en","Public Limited Company","Ltd;Ltd.;LTD","","2019-07-05","ACTV","","",""
"DW2W","India","IN","","","Company Limited by Guarantee","English","en","Company Limited by Guarantee","","","2019-07-05","ACTV","","",""
"EX8U","India","IN","","","Alternative Investment Fund","English","en","Alternative Investment Fund","","","2019-07-05","ACTV","","",""
"FC7L","India","IN","","","Housing Finance Company","English","en","Housing Finance Company","","","2019-07-05","ACTV","","",""
"FPZK","India","IN","","","Banking Company - Scheduled Urban Cooperative Bank","English","en","Banking Company - Scheduled Urban Cooperative Bank","","","2019-07-05","ACTV","","",""
"HBQK","India","IN","","","AIF - Sub scheme","English","en","AIF - Sub scheme","","","2019-07-05","ACTV","","",""
"I47Z","India","IN","","","One Person Company","English","en","One Person Company","","","2019-07-05","ACTV","","",""
"K361","India","IN","","","Special Purpose Vehicle-Coop  / Multistate Coop Society","English","en","Special Purpose Vehicle-Coop  / Multistate Coop Society","","","2019-07-05","ACTV","","",""
"K4OX","India","IN","","","Special Purpose Vehicle - Partnership Firm","English","en","Special Purpose Vehicle - Partnership Firm","","","2019-07-05","ACTV","","",""
"KJ0B","India","IN","","","Insurance Company","English","en","Insurance Company","","","2019-07-05","ACTV","","",""
"NBCI","India","IN","","","Banking Company - Others","English","en","Banking Company - Others","","","2019-07-05","ACTV","","",""
"NFPC","India","IN","","","Non-Banking Finance Company","English","en","Non-Banking Finance Company","","","2019-07-05","ACTV","","",""
"QCSO","India","IN","","","Multistate Cooperative Society","English","en","Multistate Cooperative Society","","","2019-07-05","ACTV","","",""
"U5S6","India","IN","","","Limited Liability Partnership","English","en","Limited Liability Partnership","LLP","","2019-07-05","ACTV","","",""
"U8NM","India","IN","","","Mutual Fund","English","en","Mutual Fund","","","2019-07-05","ACTV","","",""
"VX5J","India","IN","","","Mutual Fund-Sub Scheme","English","en","Mutual Fund-Sub Scheme","","","2019-07-05","ACTV","","",""
"W9FI","India","IN","","","Trust","English","en","Trust","","","2019-07-05","ACTV","","",""
"X4IT","India","IN","","","Government Company","English","en","Government Company","","","2019-07-05","ACTV","","",""
"XTZG","India","IN","","","Banking Company - Nationalised Bank","English","en","Banking Company - Nationalised Bank","","","2019-07-05","ACTV","","",""
"YSP9","India","IN","","","Private Limited Company","English","en","Private Limited Company","Pvt Ltd;Pvt. Ltd.;PVT LTD","","2019-07-05","ACTV","","",""
"2GV9","Ireland","IE","","","Irish Collective Asset-management Vehicle","English","en","Irish Collective Asset-management Vehicle","ICAV","","2017-11-30","ACTV","","",""
"363J","Ireland","IE","","","European Economic Interest Grouping","English","en","European Economic Interest Grouping","EEIG","","2017-11-30","ACTV","","",""
"363J","Ireland","IE","","","Grupail Eorpach um Leas Eacnamaioch","Irish","ga","Grupail Eorpach um Leas Eacnamaioch","","","2017-11-30","ACTV","correction of name of legal form","2019-07-05","Irish name for this legal form added"
"54SK","Ireland","IE","","","Friendly Society","English","en","Friendly Society","","","2017-11-30","ACTV","","",""
"5AX8","Ireland","IE","","","Designated Activity Company Limited by Guarantee","English","en","Designated Activity Company Limited by Guarantee","DAC – (limited by guarantee)","","2017-11-30","ACTV","correction of name of legal form","2019-07-05","name of legal form in Irish deleted; name of legal form in English also changed; see other entry of this same ELF code"
"5AX8","Ireland","IE","","","Cuideachta Ghníomhaíochta Ainmnithe","Irish","ga","Cuideachta Ghníomhaíochta Ainmnithe","cga","","2017-11-30","ACTV","","",""
"9BPE","Ireland","IE","","","Credit Union","English","en","Credit Union","","","2017-11-30","ACTV","","",""
"C58S","Ireland","IE","","","Company Limited by Guarantee","English","en","Company Limited by Guarantee","CLG","","2017-11-30","ACTV","","",""
"C58S","Ireland","IE","","","Cuideachta faoi Theorainn Ráthaíochta","Irish","ga","Cuideachta faoi Theorainn Ráthaíochta","ctr","","2017-11-30","ACTV","","",""
"DWS3","Ireland","IE","","","General Partnership","English","en","General Partnership","","","2017-11-30","ACTV","","",""
"FF1D","Ireland","IE","","","Public Unlimited Company that has no share capital","English","en","Public Unlimited Company that has no share capital","PULC / uc","","2017-11-30","ACTV","","",""
"FF1D","Ireland","IE","","","Cuideachta Neamhtheoranta","Irish","ga","Cuideachta Neamhtheoranta","cn","","2017-11-30","ACTV","","",""
"HNJK","Ireland","IE","","","Limited Partnership","English","en","Limited Partnership","","","2017-11-30","ACTV","","",""
"JXDX","Ireland","IE","","","Societas Europaea","English","en","Societas Europaea","SE","","2017-11-30","ACTV","","",""
"KMFX","Ireland","IE","","","Private Unlimited Company","English","en","Private Unlimited Company","ULC / uc","","2017-11-30","ACTV","","",""
"KMFX","Ireland","IE","","","Cuideachta Neamhtheoranta","Irish","ga","Cuideachta Neamhtheoranta","cn","","2017-11-30","ACTV","","",""
"LGWG","Ireland","IE","","","Designated Activity Company","English","en","Designated Activity Company","DAC – (limited by shares)","","2017-11-30","ACTV","correction of name of legal form","2019-07-05","name of legal form in Irish deleted; name of legal form in English unchanged"
"LGWG","Ireland","IE","","","Cuideachta Ghníomhaíochta Ainmnithe","Irish","ga","Cuideachta Ghníomhaíochta Ainmnithe","cga","","2017-11-30","ACTV","","",""
"LMIM","Ireland","IE","","","Limited company","English","en","Limited company","Ltd;Ltd.;Limited","","2017-11-30","INAC","generic term removed","2019-07-05","this is a generic term for 3 legal forms which need to be specified: MNQ7, VYAX and C58S"
"LMIM","Ireland","IE","","","Teoranta","Irish","ga","Teoranta","teo","","2017-11-30","INAC","generic term removed","2019-07-05","this is a generic term for 3 legal forms which need to be specified: MNQ7, VYAX and C58S"
"LZIC","Ireland","IE","","","Investment Limited Partnership","English","en","Investment Limited Partnership","ilp","","2017-11-30","ACTV","","",""
"LZIC","Ireland","IE","","","comhpháirtíocht theoranta infheistíochta","Irish","ga","comhpháirtíocht theoranta infheistíochta","cti","","2017-11-30","ACTV","","",""
"MNQ7","Ireland","IE","","","Private Company Limited by Shares","English","en","Private Company Limited by Shares","Ltd;Ltd.;Limited","","2017-11-30","ACTV","correction of name of legal form","2019-07-05","name of legal form changed: abbreviation deleted from legal name"
"MNQ7","Ireland","IE","","","Teoranta","Irish","ga","Teoranta","teo","","2017-11-30","ACTV","","",""
"URQH","Ireland","IE","","","Public Unlimited Company","English","en","Public Unlimited Company","PUC / uc","","2017-11-30","ACTV","","",""
"URQH","Ireland","IE","","","Cuideachta Neamhtheoranta","Irish","ga","Cuideachta Neamhtheoranta","cn","","2017-11-30","ACTV","","",""
"VYAX","Ireland","IE","","","Public Limited Company","English","en","Public Limited Company","PLC","","2017-11-30","ACTV","","",""
"VYAX","Ireland","IE","","","Cuideachta Phoiblí Theoranta","Irish","ga","Cuideachta Phoiblí Theoranta","cpt","","2017-11-30","ACTV","","",""
"ZJS8","Ireland","IE","","","Industrial and Provident Society","English","en","Industrial and Provident Society","I&PS","","2017-11-30","ACTV","","",""
"1G26","Isle of Man","IM","","","Public Limited by Guarantee and not having a Share Capital (1931 Act)","English","en","Public Limited by Guarantee and not having a Share Capital (1931 Act)","","","2017-11-30","ACTV","","",""
"5ABK","Isle of Man","IM","","","Unlimited with Shares (2006 Act)","English","en","Unlimited with Shares (2006 Act)","","","2017-11-30","ACTV","","",""
"CDXK","Isle of Man","IM","","","Limited Liability Company","English","en","Limited Liability Company","","","2017-11-30","ACTV","","",""
"EMLA","Isle of Man","IM","","","Limited Partnership - without Legal Personality","English","en","Limited Partnership - without Legal Personality","","","2017-11-30","ACTV","","",""
"FI4M","Isle of Man","IM","","","Industrial and Building Society","English","en","Industrial and Building Society","","","2017-11-30","ACTV","","",""
"FMPL","Isle of Man","IM","","","Private Limited by Guarantee and not having a Share Capital (1931 Act)","English","en","Private Limited by Guarantee and not having a Share Capital (1931 Act)","","","2017-11-30","ACTV","","",""
"G4V6","Isle of Man","IM","","","Public Unlimited and having a Share Capital (1931 Act)","English","en","Public Unlimited and having a Share Capital (1931 Act)","","","2017-11-30","ACTV","","",""
"JHC4","Isle of Man","IM","","","Foundation","English","en","Foundation","","","2017-11-30","ACTV","","",""
"M44Y","Isle of Man","IM","","","Limited by Shares and by Guarantee (2006 Act)","English","en","Limited by Shares and by Guarantee (2006 Act)","","","2017-11-30","ACTV","","",""
"OESH","Isle of Man","IM","","","Public Limited by Guarantee and having a Share Capital (1931 Act)","English","en","Public Limited by Guarantee and having a Share Capital (1931 Act)","","","2017-11-30","ACTV","","",""
"QZTT","Isle of Man","IM","","","Private Limited by shares (1931 Act)","English","en","Private Limited by shares (1931 Act)","","","2017-11-30","ACTV","","",""
"SAI8","Isle of Man","IM","","","Private Unlimited and having a Share Capital (1931 Act)","English","en","Private Unlimited and having a Share Capital (1931 Act)","","","2017-11-30","ACTV","","",""
"SP9F","Isle of Man","IM","","","Limited by Guarantee (2006 Act)","English","en","Limited by Guarantee (2006 Act)","","","2017-11-30","ACTV","","",""
"TE79","Isle of Man","IM","","","Limited Partnership - with Legal Personality","English","en","Limited Partnership - with Legal Personality","","","2017-11-30","ACTV","","",""
"TQ3Z","Isle of Man","IM","","","Limited by Shares (2006 Act)","English","en","Limited by Shares (2006 Act)","","","2017-11-30","ACTV","","",""
"TV5P","Isle of Man","IM","","","Unlimited without Shares (2006 Act)","English","en","Unlimited without Shares (2006 Act)","","","2017-11-30","ACTV","","",""
"VC3E","Isle of Man","IM","","","Private Limited by Guarantee and having a Share Capital (1931 Act)","English","en","Private Limited by Guarantee and having a Share Capital (1931 Act)","","","2017-11-30","ACTV","","",""
"ZGPY","Isle of Man","IM","","","Public Limited by Shares (1931 Act)","English","en","Public Limited by Shares (1931 Act)","","","2017-11-30","ACTV","","",""
"135L","Italy","IT","","","Società Costituita In Base A Leggi Di Altro Stato","Italian","it","Societa' Costituita In Base A Leggi Di Altro Stato","","","2017-11-30","ACTV","","",""
"1RI9","Italy","IT","","","Ente Ecclesiastico Civilmente Riconosciuto","Italian","it","Ente Ecclesiastico Civilmente Riconosciuto","","","2019-07-05","ACTV","","",""
"1TON","Italy","IT","","","Associazione","Italian","it","Associazione","","","2019-07-05","ACTV","","",""
"2J7Z","Italy","IT","","","Consorzio con attività Esterna","Italian","it","Consorzio con attivita' Esterna","","","2019-07-05","ACTV","","",""
"2SZI","Italy","IT","","","Ente Sociale","Italian","it","Ente Sociale","","","2017-11-30","ACTV","","",""
"2XXH","Italy","IT","","","Società Semplice","Italian","it","Societa' Semplice","SS;S.S.","","2017-11-30","ACTV","abbreviations added","2019-07-05","abbreviations added"
"5ODO","Italy","IT","","","Ente Diritto Pubblico","Italian","it","Ente Diritto Pubblico","","","2017-11-30","ACTV","","",""
"634M","Italy","IT","","","Gruppo Europeo Di Interesse Economico","Italian","it","Gruppo Europeo Di Interesse Economico","","","2017-11-30","ACTV","","",""
"70X0","Italy","IT","","","Fondazione Impresa","Italian","it","Fondazione Impresa","","","2017-11-30","ACTV","","",""
"75WC","Italy","IT","","","Fondazione","Italian","it","Fondazione","","","2019-07-05","ACTV","","",""
"8AXV","Italy","IT","","","Società Consortile Cooperativa a Responsabilità Limitata","Italian","it","Societa' Consortile Cooperativa a Responsabilita' Limitata","","","2019-07-05","ACTV","","",""
"8GU1","Italy","IT","","","Società A Responsabilità Limitata Semplificata","Italian","it","Societa' A Responsabilita' Limitata Semplificata","S.R.L.S.;S.R.L. semplificata","","2017-11-30","ACTV","abbreviations added","2019-07-05","abbreviations added"
"9KGS","Italy","IT","","","Società Cooperativa Europea","Italian","it","Societa' Cooperativa Europea","","","2017-11-30","ACTV","","",""
"ADAZ","Italy","IT","","","Istituto Religioso","Italian","it","Istituto Religioso","","","2019-07-05","ACTV","","",""
"ARJF","Italy","IT","","","Ente Morale","Italian","it","Ente Morale","","","2019-07-05","ACTV","","",""
"B5TO","Italy","IT","","","Società a Responsabilità Limitata con Unico Socio","Italian","it","Societa' a Responsabilita' Limitata con Unico Socio","","","2019-07-05","ACTV","","",""
"BL52","Italy","IT","","","Società Consortile A Responsabilità Limitata","Italian","it","Societa' Consortile A Responsabilita' Limitata","S.C.A.R.L.;S.C.R.L.","","2017-11-30","ACTV","abbreviations added","2019-07-05","abbreviations added"
"C1IC","Italy","IT","","","Società Cooperativa Consortile","Italian","it","Societa' Cooperativa Consortile","gruppo consortile;societa' cooperativa;società cooperativa","","2019-07-05","ACTV","","",""
"CGSO","Italy","IT","","","Società in Accomandita Semplice","Italian","it","Societa' in Accomandita Semplice","","","2019-07-05","ACTV","","",""
"CTNS","Italy","IT","","","Società Cooperativa a Responsabilità Limitata","Italian","it","Societa' Cooperativa a Responsabilita' Limitata","","","2019-07-05","ACTV","","",""
"DCRK","Italy","IT","","","Consorzio Fidi","Italian","it","Consorzio Fidi","","","2017-11-30","ACTV","","",""
"DLS4","Italy","IT","","","Società in Accomandita per Azioni","Italian","it","Societa' in Accomandita per Azioni","","","2019-07-05","ACTV","","",""
"DSSD","Italy","IT","","","Azienda Autonoma Statale","Italian","it","Azienda Autonoma Statale","","","2017-11-30","ACTV","","",""
"H7D4","Italy","IT","","","Soggetto Estero","Italian","it","Soggetto Estero","","","2019-07-05","ACTV","","",""
"HN75","Italy","IT","","","Consorzio","Italian","it","Consorzio","societa' cooperativa;società cooperativa","","2017-11-30","ACTV","abbreviations added","2019-07-05","abbreviations added"
"IMHA","Italy","IT","","","Ente Ecclesiastico","Italian","it","Ente Ecclesiastico","","","2019-07-05","ACTV","","",""
"K021","Italy","IT","","","Contratto Di Rete Dotato Di Soggettivita' Giuridica","Italian","it","Contratto Di Rete Dotato Di Soggettivita' Giuridica","","","2017-11-30","ACTV","","",""
"K26L","Italy","IT","","","Ente","Italian","it","Ente","","","2019-07-05","ACTV","","",""
"KCHO","Italy","IT","","","Azienda Speciale Di Cui Al Dlgs 267/2000","Italian","it","Azienda Speciale Di Cui Al Dlgs 267/2000","","","2017-11-30","ACTV","","",""
"KCSG","Italy","IT","","","Ente Impresa","Italian","it","Ente Impresa","consorzio","","2017-11-30","ACTV","abbreviations added","2019-07-05","abbreviations added"
"KXZT","Italy","IT","","","Azienda Speciale","Italian","it","Azienda Speciale","","","2019-07-05","ACTV","","",""
"L1ZJ","Italy","IT","","","Azienda Municipale","Italian","it","Azienda Municipale","","","2019-07-05","ACTV","","",""
"LHBB","Italy","IT","","","Impresa Individuale","Italian","it","Impresa Individuale","","","2017-11-30","ACTV","","",""
"LZZD","Italy","IT","","","Società Consortile Per Azioni","Italian","it","Societa' Consortile Per Azioni","","","2017-11-30","ACTV","","",""
"NDEW","Italy","IT","","","Società Consortile Cooperativa","Italian","it","Societa' Consortile Cooperativa","","","2017-11-30","ACTV","","",""
"OV32","Italy","IT","","","Società A Responsabilità Limitata","Italian","it","Societa' A Responsabilita' Limitata","SRL;S.R.L.","","2017-11-30","ACTV","abbreviations added","2019-07-05","abbreviations added"
"P418","Italy","IT","","","Società Per Azioni","Italian","it","Societa' Per Azioni","SPA;S.P.A.","","2017-11-30","ACTV","abbreviations added","2019-07-05","abbreviations added"
"PHMS","Italy","IT","","","Cooperativa Sociale","Italian","it","Cooperativa Sociale","","","2019-07-05","ACTV","","",""
"QRZJ","Italy","IT","","","Società Cooperativa","Italian","it","Societa' Cooperativa","S.C.;soc. coop.","","2017-11-30","ACTV","abbreviations added","2019-07-05","abbreviations added"
"RWZD","Italy","IT","","","Altre Forme","Italian","it","Altre Forme","","","2019-07-05","ACTV","","",""
"SBQN","Italy","IT","","","Consorzio senza Attività Esterna","Italian","it","Consorzio senza Attivita' Esterna","","","2019-07-05","ACTV","","",""
"SSP9","Italy","IT","","","Azienda Speciale Rea","Italian","it","Azienda Speciale Rea","","","2019-07-05","ACTV","","",""
"T2X1","Italy","IT","","","Società In Nome Collettivo","Italian","it","Societa' In Nome Collettivo","SNC;S.N.C.","","2017-11-30","ACTV","abbreviations added","2019-07-05","abbreviations added"
"VA1V","Italy","IT","","","Società Di Mutuo Soccorso","Italian","it","Societa' Di Mutuo Soccorso","","","2017-11-30","ACTV","","",""
"VDRB","Italy","IT","","","Consorzio Municipale","Italian","it","Consorzio Municipale","","","2017-11-30","ACTV","","",""
"VUPE","Italy","IT","","","Società Europea","Italian","it","Societa' Europea","","","2017-11-30","ACTV","","",""
"W2PE","Italy","IT","","","Società non prevista dalla Legislazione Italiana","Italian","it","Societa' non prevista dalla Legislazione Italiana","","","2019-07-05","ACTV","","",""
"W9SC","Italy","IT","","","Mutua Assicurazione","Italian","it","Mutua Assicurazione","","","2017-11-30","ACTV","","",""
"WPED","Italy","IT","","","Associazione Impresa","Italian","it","Associazione Impresa","","","2019-07-05","ACTV","","",""
"WRU2","Italy","IT","","","Società Consortile in Accomandita Semplice","Italian","it","Societa' Consortile in Accomandita Semplice","","","2019-07-05","ACTV","","",""
"X32V","Italy","IT","","","Società per Azioni con Socio Unico","Italian","it","Societa' per Azioni con Socio Unico","","","2019-07-05","ACTV","","",""
"X62Z","Italy","IT","","","Consorzio Di Cui Alla Dlgs 267/2000","Italian","it","Consorzio Di Cui Alla Dlgs 267/2000","","","2017-11-30","ACTV","","",""
"ZG6S","Italy","IT","","","Ente Pubblico Economico","Italian","it","Ente Pubblico Economico","","","2017-11-30","ACTV","","",""
"ZU9S","Italy","IT","","","Piccola Società Cooperativa a Responsabilità Limitata","Italian","it","Piccola Societa' Cooperativa a Responsabilita' Limitata","","","2019-07-05","ACTV","","",""
"ZZOG","Italy","IT","","","Società Tra Professionisti","Italian","it","Societa' Tra Professionisti","","","2017-11-30","ACTV","","",""
"21F4","Jersey","JE","","","Separate Limited Partnerships","English","en","Separate Limited Partnerships","S.L.P.;SLP;Separate Limited Partnership;separate limited partnership;Separate Limited Partnerships;separate limited partnerships","","2017-11-30","ACTV","","",""
"33IP","Jersey","JE","","","Incorporated Limited Partnerships","English","en","Incorporated Limited Partnerships","I.L.P.;ILP;Inc.;L. P.;Inc;LP.;Incorporated Limited Partnerships;incorporated limited partnership","","2017-11-30","ACTV","","",""
"40A7","Jersey","JE","","","Foundation","English","en","Foundation","","","2017-11-30","ACTV","","",""
"7RZH","Jersey","JE","","","Limited Liability Partnership","English","en","Limited Liability Partnership","LLP;L.L.P.;limited liability partnership;Limited Liability Partnership","","2017-11-30","ACTV","","",""
"JOX1","Jersey","JE","","","Public Limited Company","English","en","Public Limited Company","LTD;PLC;Limited","","2017-11-30","ACTV","","",""
"LO9A","Jersey","JE","","","Private Limited by Guarantee","English","en","Private Limited by Guarantee","Ltd;Ltd.;Limited","","2017-11-30","ACTV","","",""
"SQXV","Jersey","JE","","","Private Limited Company","English","en","Private Limited Company","LTD;A.R.L;Limited","","2017-11-30","ACTV","","",""
"UBWU","Jersey","JE","","","Limited Partnership","English","en","Limited Partnership","L.P.;LP;limited partnership;Limited Partnership","","2017-11-30","ACTV","","",""
"3YUD","Kosovo","XK","","","Ndërmarrjet shoqërore nën administrimin e Agjencisë Kosovare të Privatizimit","Albanian","sq","Ndërmarrjet shoqërore nën administrimin e Agjencisë Kosovare të Privatizimit","NSH","","2019-07-05","ACTV","","",""
"B56A","Kosovo","XK","","","Zyra e Përfaqësisë së Shoqërisë së Huaj Tregtare në Kosovë","Albanian","sq","Zyra e Përfaqësisë së Shoqërisë së Huaj Tregtare në Kosovë","","","2019-07-05","ACTV","","",""
"CRX3","Kosovo","XK","","","Kooperativa Bujqësore","Albanian","sq","Kooperativa Bujqësore","KB","","2019-07-05","ACTV","","",""
