"ELF Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name","Language","Language Code (ISO 639-1)","Entity Legal Form name Transliterated name (per ISO 01-140-10)","Abbreviations Local language","Abbreviations transliterated","Date created YYYY-MM-DD (ISO 8601)","ELF Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason"
"3EKS","Switzerland","CH","","","Limited liability company","English","en","Limited liability company","Ltd;Ltd.;Limited","","2017-11-30","ACTV","","",""
"3EKS","Switzerland","CH","","","Société à responsabilité limitée (SARL)","French","fr","Société à responsabilité limitée (SARL)","SARL","","2017-11-30","ACTV","","",""
"3EKS","Switzerland","CH","","","Gesellschaft mit beschränkter Haftung (GmbH)","German","de","Gesellschaft mit beschränkter Haftung (GmbH)","GMBH","","2017-11-30","ACTV","","",""
"3EKS","Switzerland","CH","","","Società a garanzia limitata (SAGL)","Italian","it","Società a garanzia limitata (SAGL)","SAGL","","2017-11-30","ACTV","","",""
"54WI","Switzerland","CH","","","Investment company with fixed capital","English","en","Investment company with fixed capital","","","2017-11-30","ACTV","","",""
"54WI","Switzerland","CH","","","Société d'investissement à capital fixe (SICAF)","French","fr","Société d'investissement à capital fixe (SICAF)","","","2017-11-30","ACTV","","",""
"54WI","Switzerland","CH","","","Investmentgesellschaft mit festem Kapital (SICAF)","German","de","Investmentgesellschaft mit festem Kapital (SICAF)","","","2017-11-30","ACTV","","",""
"54WI","Switzerland","CH","","","Società di investimento a capitale fisso (SICAF)","Italian","it","Società di investimento a capitale fisso (SICAF)","","","2017-11-30","ACTV","","",""
"5BEZ","Switzerland","CH","","","Special legal form","English","en","Special legal form","","","2017-11-30","ACTV","","",""
"5BEZ","Switzerland","CH","","","Forme juridique particulière","French","fr","Forme juridique particulière","","","2017-11-30","ACTV","","",""
"5BEZ","Switzerland","CH","","","Besondere Rechtsform","German","de","Besondere Rechtsform","","","2017-11-30","ACTV","","",""
"5BEZ","Switzerland","CH","","","Natura giuridica particolare","Italian","it","Natura giuridica particolare","","","2017-11-30","ACTV","","",""
"7MNN","Switzerland","CH","","","Public sector institution","English","en","Public sector institution","Pub. Sec. inst.","","2017-11-30","ACTV","","",""
"7MNN","Switzerland","CH","","","Institut de droit public","French","fr","Institut de droit public","Inst. droit public","","2017-11-30","ACTV","","",""
"7MNN","Switzerland","CH","","","Institut des öffentlichen Rechts","German","de","Institut des öffentlichen Rechts","Inst. öff. Recht","","2017-11-30","ACTV","","",""
"7MNN","Switzerland","CH","","","Istituti di diritto pubblico","Italian","it","Istituti di diritto pubblico","Ist. dir. pubblico","","2017-11-30","ACTV","","",""
"AZA0","Switzerland","CH","","","Sole proprietorship","English","en","Sole proprietorship","Individually owned Co.","","2017-11-30","ACTV","","",""
"AZA0","Switzerland","CH","","","Entreprise individuelle","French","fr","Entreprise individuelle","Raison individuelle","","2017-11-30","ACTV","","",""
"AZA0","Switzerland","CH","","","Einzelunternehmen","German","de","Einzelunternehmen","Einzelfirma","","2017-11-30","ACTV","","",""
"AZA0","Switzerland","CH","","","Ditta individuale","Italian","it","Ditta individuale","Ragione individuale","","2017-11-30","ACTV","","",""
"BF9N","Switzerland","CH","","","Federal public company","English","en","Federal public company","Fed. publ. co.","","2017-11-30","ACTV","","",""
"BF9N","Switzerland","CH","","","Entreprise publique fédérale","French","fr","Entreprise publique fédérale","Ent. pub. fédérale","","2017-11-30","ACTV","","",""
"BF9N","Switzerland","CH","","","Unternehmen des Bundes","German","de","Unternehmen des Bundes","öff. Unt. Bund","","2017-11-30","ACTV","","",""
"BF9N","Switzerland","CH","","","Impresa pubblica federale","Italian","it","Impresa pubblica federale","Imp. pubb. federale","","2017-11-30","ACTV","","",""
"CQMY","Switzerland","CH","","","Limited partnership","English","en","Limited partnership","Ltd partnership","","2017-11-30","ACTV","","",""
"CQMY","Switzerland","CH","","","Société en commandite","French","fr","Société en commandite","Soc. en commandite","","2017-11-30","ACTV","","",""
"CQMY","Switzerland","CH","","","Kommanditgesellschaft","German","de","Kommanditgesellschaft","Kommanditgesellsch.","","2017-11-30","ACTV","","",""
"CQMY","Switzerland","CH","","","Società in accomandita","Italian","it","Società in accomandita","Soc. in accomandita","","2017-11-30","ACTV","","",""
"DP2E","Switzerland","CH","","","International organisation","English","en","International organisation","Internat. Org.","","2017-11-30","ACTV","","",""
"DP2E","Switzerland","CH","","","Organisation Internationale","French","fr","Organisation Internationale","Org. Internationales","","2017-11-30","ACTV","","",""
"DP2E","Switzerland","CH","","","Internationale Organisation","German","de","Internationale Organisation","Int. Organisation","","2017-11-30","ACTV","","",""
"DP2E","Switzerland","CH","","","Organizazioni Internazionali","Italian","it","Organizazioni Internazionali","Org. Internazionali","","2017-11-30","ACTV","","",""
"E0NE","Switzerland","CH","","","Public corporation","English","en","Public corporation","Public corporation","","2017-11-30","ACTV","","",""
"E0NE","Switzerland","CH","","","Corporation de droit public","French","fr","Corporation de droit public","Corp. droit public","","2017-11-30","ACTV","","",""
"E0NE","Switzerland","CH","","","öffentlich-rechtliche Körperschaft (Verwaltung)","German","de","öffentlich-rechtliche Körperschaft (Verwaltung)","öff.-rechtl. Körp.","","2017-11-30","ACTV","","",""
"E0NE","Switzerland","CH","","","Amm. corporazioni, consorzi, patriziati di diritto pubblico","Italian","it","Amm. corporazioni, consorzi, patriziati di diritto pubblico","Corp. diritto pubb.","","2017-11-30","ACTV","","",""
